,year_film,year_ceremony,ceremony,category,name,film,winner
394,1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,False
395,1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,False
396,1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,True
406,1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,False
407,1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,False
408,1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,False
409,1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,True
410,1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,False
411,1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,True
412,1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,False
413,1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,False
415,1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,False
416,1936,1937,9,ACTOR,Walter Huston,Dodsworth,False
417,1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,True
418,1936,1937,9,ACTOR,William Powell,My Man Godfrey,False
419,1936,1937,9,ACTOR,Spencer Tracy,San Francisco,False
420,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False
421,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True
422,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False
423,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False
424,1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False
425,1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,False
426,1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,False
427,1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,False
428,1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,True
429,1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,False
430,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,False
431,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,False
432,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,False
433,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,False
434,1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,True
435,1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,False
436,1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,True
437,1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,False
438,1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,False
439,1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,False
440,1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,False
441,1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,False
447,1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,True
448,1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,False
449,1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,False
450,1936,1937,9,DANCE DIRECTION,Busby Berkeley,Gold Diggers of 1937,False
451,1936,1937,9,DANCE DIRECTION,Bobby Connolly,Cain and Mabel,False
452,1936,1937,9,DANCE DIRECTION,Seymour Felix,The Great Ziegfeld,True
453,1936,1937,9,DANCE DIRECTION,Dave Gould,Born to Dance,False
454,1936,1937,9,DANCE DIRECTION,Jack Haskell,One in a Million,False
455,1936,1937,9,DANCE DIRECTION,Russell Lewis,Dancing Pirate,False
456,1936,1937,9,DANCE DIRECTION,Hermes Pan,Swing Time,False
457,1936,1937,9,DIRECTING,William Wyler,Dodsworth,False
458,1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,False
459,1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,True
460,1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,False
461,1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,False
462,1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,True
463,1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,False
464,1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,False
465,1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,False
466,1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,False
467,1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,False
468,1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,True
469,1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,False
470,1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,False
471,1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,False
472,1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,False
473,1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,False
474,1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,False
475,1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,False
476,1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,False
477,1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,True
478,1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",False
479,1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,False
480,1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,False
481,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,True
482,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,False
483,1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,False
484,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,False
485,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,False
486,1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,False
487,1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,False
488,1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,False
489,1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,True
490,1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,False
491,1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,False
492,1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,True
493,1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,False
494,1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,False
495,1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,True
496,1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,False
497,1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",False
498,1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,False
499,1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,False
500,1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,True
510,1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,False
511,1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,False
512,1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,False
513,1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
514,1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,False
515,1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,False
516,1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,False
517,1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,False
518,1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,False
519,1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True
522,1937,1938,10,ACTOR,Charles Boyer,Conquest,False
523,1937,1938,10,ACTOR,Fredric March,A Star Is Born,False
524,1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,False
525,1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,False
526,1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,True
527,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,False
528,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False
529,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,True
530,1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False
531,1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False
532,1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,False
533,1937,1938,10,ACTRESS,Greta Garbo,Camille,False
534,1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,False
535,1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,True
536,1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,False
537,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,True
538,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,False
539,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,False
540,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False
541,1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,False
542,1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,False
543,1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,False
544,1937,1938,10,ART DIRECTION,Richard Day,Dead End,False
545,1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,False
546,1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,False
547,1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,True
548,1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,False
549,1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,False
550,1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,False
551,1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,False
552,1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,False
553,1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,False
559,1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,False
560,1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,True
561,1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,False
562,1937,1938,10,DANCE DIRECTION,Busby Berkeley,Varsity Show,False
563,1937,1938,10,DANCE DIRECTION,Bobby Connolly,"Ready, Willing and Able",False
564,1937,1938,10,DANCE DIRECTION,Dave Gould,A Day at the Races,False
565,1937,1938,10,DANCE DIRECTION,Sammy Lee,Ali Baba Goes to Town,False
566,1937,1938,10,DANCE DIRECTION,Harry Losee,Thin Ice,False
567,1937,1938,10,DANCE DIRECTION,Hermes Pan,A Damsel in Distress,True
568,1937,1938,10,DANCE DIRECTION,LeRoy Prinz,Waikiki Wedding,False
569,1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,True
570,1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,False
571,1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,False
572,1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,False
573,1937,1938,10,DIRECTING,William Wellman,A Star Is Born,False
574,1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,False
575,1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,False
576,1937,1938,10,FILM EDITING,Basil Wrangell,The Good Earth,False
577,1937,1938,10,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,True
578,1937,1938,10,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,False
579,1937,1938,10,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,False
580,1937,1938,10,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,False
581,1937,1938,10,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola,False
582,1937,1938,10,MUSIC (Scoring),"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon,False
583,1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,False
584,1937,1938,10,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Maytime,False
585,1937,1938,10,MUSIC (Scoring),"Universal Studio Music Department, Charles Previn, head of department  (no composer credit)",One Hundred Men and a Girl,True
586,1937,1938,10,MUSIC (Scoring),"Republic Studio Music Department, Alberto Colombo, head of department  (Score by Alberto Colombo)",Portia on Trial,False
587,1937,1938,10,MUSIC (Scoring),"Selznick International Pictures Music Department, Alfred Newman, musical director  (Score by Alfred Newman)",The Prisoner of Zenda,False
588,1937,1938,10,MUSIC (Scoring),"RKO Radio Studio Music Department, Roy Webb, musical director  (Score by Roy Webb)",Quality Street,False
589,1937,1938,10,MUSIC (Scoring),"Walt Disney Studio Music Department, Leigh Harline, head of department  (Score by Frank Churchill, Leigh Harline and Paul J. Smith)",Snow White and the Seven Dwarfs,False
590,1937,1938,10,MUSIC (Scoring),"Grand National Studio Music Department, C. Bakaleinikoff, musical director  (Score by Victor Schertzinger)",Something to Sing About,False
591,1937,1938,10,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by W. Franke Harling and Milan Roder)",Souls at Sea,False
592,1937,1938,10,MUSIC (Scoring),"Hal Roach Studio Music Department, Marvin Hatley, head of department  (Score by Marvin Hatley)",Way Out West,False
593,1937,1938,10,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Mr. Dodd Takes the Air,False
594,1937,1938,10,MUSIC (Song),Music and Lyrics by Harry Owens,Waikiki Wedding,True
595,1937,1938,10,MUSIC (Song),Music by Sammy Fain; Lyrics by Lew Brown,Walter Wanger's Vogues of 1938,False
596,1937,1938,10,MUSIC (Song),Music by George Gershwin; Lyrics by Ira Gershwin,Shall We Dance,False
597,1937,1938,10,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,Artists and Models,False
598,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,The Awful Truth,False
599,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Captains Courageous,False
600,1937,1938,10,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dead End,False
601,1937,1938,10,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Good Earth,False
602,1937,1938,10,OUTSTANDING PRODUCTION,20th Century-Fox,In Old Chicago,False
603,1937,1938,10,OUTSTANDING PRODUCTION,Warner Bros.,The Life of Emile Zola,True
604,1937,1938,10,OUTSTANDING PRODUCTION,Columbia,Lost Horizon,False
605,1937,1938,10,OUTSTANDING PRODUCTION,Universal,One Hundred Men and a Girl,False
606,1937,1938,10,OUTSTANDING PRODUCTION,RKO Radio,Stage Door,False
607,1937,1938,10,OUTSTANDING PRODUCTION,Selznick International Pictures,A Star Is Born,False
608,1937,1938,10,SHORT SUBJECT (Cartoon),Paramount,Educated Fish,False
609,1937,1938,10,SHORT SUBJECT (Cartoon),"Charles Mintz, Producer",The Little Match Girl,False
610,1937,1938,10,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Old Mill,True
611,1937,1938,10,SHORT SUBJECT (Color),Warner Bros.,The Man without a Country,False
612,1937,1938,10,SHORT SUBJECT (Color),"Pete Smith, Producer",Penny Wisdom,True
613,1937,1938,10,SHORT SUBJECT (Color),Paramount,Popular Science J-7-1,False
614,1937,1938,10,SHORT SUBJECT (One-reel),Metro-Goldwyn-Mayer,A Night at the Movies,False
615,1937,1938,10,SHORT SUBJECT (One-reel),Skibo Productions,The Private Life of the Gannets,True
616,1937,1938,10,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Romance of Radium,False
617,1937,1938,10,SHORT SUBJECT (Two-reel),RKO Radio,Deep South,False
618,1937,1938,10,SHORT SUBJECT (Two-reel),RKO Radio,Should Wives Work?,False
619,1937,1938,10,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,Torture Money,True
630,1937,1938,10,WRITING (Original Story),Robert Lord,Black Legion,False
631,1937,1938,10,WRITING (Original Story),Niven Busch,In Old Chicago,False
632,1937,1938,10,WRITING (Original Story),"Heinz Herald, Geza Herczeg",The Life of Emile Zola,False
633,1937,1938,10,WRITING (Original Story),Hans Kraly,One Hundred Men and a Girl,False
634,1937,1938,10,WRITING (Original Story),"William A. Wellman, Robert Carson",A Star Is Born,True
635,1937,1938,10,WRITING (Screenplay),Vina Delmar,The Awful Truth,False
636,1937,1938,10,WRITING (Screenplay),"John Lee Mahin, Marc Connelly, Dale Van Every",Captains Courageous,False
637,1937,1938,10,WRITING (Screenplay),"Norman Reilly Raine, Heinz Herald, Geza Herczeg",The Life of Emile Zola,True
638,1937,1938,10,WRITING (Screenplay),"Morris Ryskind, Anthony Veiller",Stage Door,False
639,1937,1938,10,WRITING (Screenplay),"Dorothy Parker, Alan Campbell, Robert Carson",A Star Is Born,False
645,1938,1939,11,ACTOR,Charles Boyer,Algiers,False
646,1938,1939,11,ACTOR,James Cagney,Angels with Dirty Faces,False
647,1938,1939,11,ACTOR,Robert Donat,The Citadel,False
648,1938,1939,11,ACTOR,Leslie Howard,Pygmalion,False
649,1938,1939,11,ACTOR,Spencer Tracy,Boys Town,True
650,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Kentucky,True
651,1938,1939,11,ACTOR IN A SUPPORTING ROLE,John Garfield,Four Daughters,False
652,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Gene Lockhart,Algiers,False
653,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Robert Morley,Marie Antoinette,False
654,1938,1939,11,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,If I Were King,False
655,1938,1939,11,ACTRESS,Fay Bainter,White Banners,False
656,1938,1939,11,ACTRESS,Bette Davis,Jezebel,True
657,1938,1939,11,ACTRESS,Wendy Hiller,Pygmalion,False
658,1938,1939,11,ACTRESS,Norma Shearer,Marie Antoinette,False
659,1938,1939,11,ACTRESS,Margaret Sullavan,Three Comrades,False
660,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Fay Bainter,Jezebel,True
661,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,Of Human Hearts,False
662,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Billie Burke,Merrily We Live,False
663,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Spring Byington,You Can't Take It with You,False
664,1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Miliza Korjus,The Great Waltz,False
665,1938,1939,11,ART DIRECTION,Carl J. Weyl,The Adventures of Robin Hood,True
666,1938,1939,11,ART DIRECTION,Lyle Wheeler,The Adventures of Tom Sawyer,False
667,1938,1939,11,ART DIRECTION,"Bernard Herzbrun, Boris Leven",Alexander's Ragtime Band,False
668,1938,1939,11,ART DIRECTION,Alexander Toluboff,Algiers,False
669,1938,1939,11,ART DIRECTION,Van Nest Polglase,Carefree,False
670,1938,1939,11,ART DIRECTION,Richard Day,The Goldwyn Follies,False
671,1938,1939,11,ART DIRECTION,"Stephen Goosson, Lionel Banks",Holiday,False
672,1938,1939,11,ART DIRECTION,"Hans Dreier, John Goodman",If I Were King,False
673,1938,1939,11,ART DIRECTION,Jack Otterson,Mad about Music,False
674,1938,1939,11,ART DIRECTION,Cedric Gibbons,Marie Antoinette,False
675,1938,1939,11,ART DIRECTION,Charles D. Hall,Merrily We Live,False
676,1938,1939,11,CINEMATOGRAPHY,James Wong Howe,Algiers,False
677,1938,1939,11,CINEMATOGRAPHY,"Ernest Miller, Harry Wild",Army Girl,False
678,1938,1939,11,CINEMATOGRAPHY,Victor Milner,The Buccaneer,False
679,1938,1939,11,CINEMATOGRAPHY,Joseph Ruttenberg,The Great Waltz,True
680,1938,1939,11,CINEMATOGRAPHY,Ernest Haller,Jezebel,False
681,1938,1939,11,CINEMATOGRAPHY,Joseph Valentine,Mad about Music,False
682,1938,1939,11,CINEMATOGRAPHY,Norbert Brodine,Merrily We Live,False
683,1938,1939,11,CINEMATOGRAPHY,Peverell Marley,Suez,False
684,1938,1939,11,CINEMATOGRAPHY,Robert de Grasse,Vivacious Lady,False
685,1938,1939,11,CINEMATOGRAPHY,Joseph Walker,You Can't Take It with You,False
